WTA.plate,Cell_IDs,Family_IDs,Pairs,exclusion,exclusion.criteria,control_group,key_pairs,Type.Exp,Look.Exp,Cells.batch,Relationship,Sister1,Sister2,Cousin1,Cousin2,chr_of_interest,event2,MN_rupt_time_simple,MN.Daughter,MN.Info,MN.rupture.timing..frame...to.total...frames.,comments_by_stam,notes,notes1,notes2,Chromosomal.event..infered.by.analysis.,Notes.on.analysis,Seg.CN.Ratio,imaging.plate,method.notes,treatment,LCM.exp,LookRNAseq.Exp,SS2.Exp,experimental_label,protocol,protocol2,LCM_found_conf,LCM_found_conf2,cDNA.amp,cDNA.amp2,cDNA.QC,further.cDNA.amp,BioA..further.cDNA.amp.,BioA,capture.time,lysis,Lysis.timing..lysis.time.after.time.of.last.cell.division.,Cell.Cycle...h..at.lysis.,X,video,division.timing..division.frame.....total...frames..,Sequencing.A,Sequencing.B,SeqQC_total_reads,SeqQC_._exonic_reads,SeqQC_._genes,mainGroup,abbr_group,cellType1,cellType2,cell.type,cell.type.1,original.384wp,Orig.Imag.384wp,final.384wp,Seq.date,Seq.platform,Seq.kit,filePath,filePath_2nd,Fastq_files,Fastq_files2,Fastq_files3,N_unmapped,N_multimapping,N_noFeature,N_ambiguous,geneCounts,th1,th5,th10,totalReads,WTA.plate2,NTA.plate,Nextera_plate
170407_A4,S35.1,S35,,,,control_WT_facs,c3,control_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,ATCC control,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,,,170407_trisomies,170407,control_WT_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170801-6,,HALF vol,,,NA,N/A,,,,,NA,NA,C_level_control,c,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_A4.R1.fastq.gz,170803_Nextera_1B10,,,11,6,4,9,70,10132,7523,6395,1121343,170407_A4,,170803_Nextera_1B10
170407_A5,S36.1,S36,,,,control_WT_facs,c3,control_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,ATCC control,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,,,170407_trisomies,170407,control_WT_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170801-7,,HALF vol,,,NA,N/A,,,,,NA,NA,C_level_control,c,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_A5.R1.fastq.gz,170803_Nextera_1B11,,,11,6,4,9,71,11143,8401,7197,1463719,170407_A5,,170803_Nextera_1B11
170407_A6,S37.1,S37,,,,control_WT_facs,c3,control_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,ATCC control,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,,,170407_trisomies,170407,control_WT_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170801-8,,HALF vol,,,NA,N/A,,,,,NA,NA,C_level_control,c,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_A6.R1.fastq.gz,170803_Nextera_1B12,,,10,6,4,9,71,10837,8203,7176,1661168,170407_A6,,170803_Nextera_1B12
170407_A7,S38.1,S38,,,,control_WT_facs,c3,control_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,ATCC control,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,,,170407_trisomies,170407,control_WT_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,C_level_control,c,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_A7.R1.fastq.gz,170803_Nextera_1C1,,,6,5,4,10,75,10605,7807,6940,1679492,170407_A7,,170803_Nextera_1C1
170407_A8,S39.1,S39,,,,control_WT_facs,c3,control_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,ATCC control,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,,,170407_trisomies,170407,control_WT_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,C_level_control,c,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_A8.R1.fastq.gz,170803_Nextera_1C2,,,9,6,4,9,72,10272,7737,6655,1467334,170407_A8,,170803_Nextera_1C2
170407_A9,S40.1,S40,,,,control_WT_facs,c3,control_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,ATCC control,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,,,170407_trisomies,170407,control_WT_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,C_level_control,c,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_A9.R1.fastq.gz,170803_Nextera_1C3,,,11,7,4,9,70,9984,7527,6599,1494622,170407_A9,,170803_Nextera_1C3
170407_B4,S41.1,S41,,exclude3_QC,,Tri8_facs,tri8,tri8_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 8,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri8_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_B4.R1.fastq.gz,170803_Nextera_1C7,,,14,6,2,9,69,3888,622,211,20517,170407_B4,,170803_Nextera_1C7
170407_B5,S42.1,S42,,,,Tri8_facs,tri8,tri8_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 8,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri8_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_B5.R1.fastq.gz,170803_Nextera_1C8,,,8,6,2,10,73,9751,7509,6614,1467907,170407_B5,,170803_Nextera_1C8
170407_B6,S43.1,S43,,,,Tri8_facs,tri8,tri8_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 8,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri8_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_B6.R1.fastq.gz,170803_Nextera_1C9,,,11,6,3,8,72,10804,8197,6971,1257216,170407_B6,,170803_Nextera_1C9
170407_B7,S44.1,S44,,,,Tri8_facs,tri8,tri8_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 8,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri8_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_B7.R1.fastq.gz,170803_Nextera_1C10,,,7,5,4,10,74,9638,7455,6681,1704388,170407_B7,,170803_Nextera_1C10
170407_B8,S45.1,S45,,,,Tri8_facs,tri8,tri8_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 8,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri8_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_B8.R1.fastq.gz,170803_Nextera_1C11,,,6,5,4,10,76,10003,7793,6984,2084875,170407_B8,,170803_Nextera_1C11
170407_B9,S46.1,S46,,,,Tri8_facs,tri8,tri8_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 8,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri8_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_B9.R1.fastq.gz,170803_Nextera_1C12,,,5,5,4,10,77,10178,7939,7140,1915062,170407_B9,,170803_Nextera_1C12
170407_C1,S47.1,S47,,,,Tri12_facs,tri12,tri12_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 12,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri12_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170421A-7,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_C1.R1.fastq.gz,170803_Nextera_1D1,,,6,5,2,9,77,10030,7771,6878,1438044,170407_C1,,170803_Nextera_1D1
170407_C11,S48.1,S48,,,,Tri12_facs,tri12,tri12_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 12,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri12_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_C11.R1.fastq.gz,170803_Nextera_1D9,,,12,7,4,9,68,10166,7680,6720,1456048,170407_C11,,170803_Nextera_1D9
170407_C2,S49.1,S49,,,,Tri12_facs,tri12,tri12_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 12,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri12_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170421A-8,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_C2.R1.fastq.gz,170803_Nextera_1D2,,,11,6,1,9,73,10578,8064,6984,1339086,170407_C2,,170803_Nextera_1D2
170407_C3,S50.1,S50,,,,Tri12_facs,tri12,tri12_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 12,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri12_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170421A-9,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_C3.R1.fastq.gz,170803_Nextera_1D3,,,10,6,3,9,71,11383,8557,7329,1403756,170407_C3,,170803_Nextera_1D3
170407_C5,S51.1,S51,,,,Tri12_facs,tri12,tri12_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 12,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri12_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_C5.R1.fastq.gz,170803_Nextera_1D4,,,11,6,3,9,71,11091,8392,7208,1380365,170407_C5,,170803_Nextera_1D4
170407_C6,S52.1,S52,,,,Tri12_facs,tri12,tri12_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 12,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri12_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_C6.R1.fastq.gz,170803_Nextera_1D5,,,11,7,3,9,71,11175,8473,7289,1444416,170407_C6,,170803_Nextera_1D5
170407_C7,S53.1,S53,,,,Tri12_facs,tri12,tri12_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 12,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri12_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_C7.R1.fastq.gz,170803_Nextera_1D6,,,11,6,4,9,70,10573,8113,7102,1316196,170407_C7,,170803_Nextera_1D6
170407_C8,S54.1,S54,,,,Tri12_facs,tri12,tri12_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 12,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri12_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_C8.R1.fastq.gz,170803_Nextera_1D7,,,11,7,1,9,71,9777,7480,6598,1449069,170407_C8,,170803_Nextera_1D7
170407_C9,S55.1,S55,,,,Tri12_facs,tri12,tri12_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 12,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri12_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_C9.R1.fastq.gz,170803_Nextera_1D8,,,10,6,4,9,71,10010,7605,6734,1424785,170407_C9,,170803_Nextera_1D8
170407_D11,S56.1,S56,,,,Tri21_facs,tri21,tri21_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 21,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri21_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_D11.R1.fastq.gz,170803_Nextera_1E4,,,5,5,4,10,76,10707,8368,7439,1790699,170407_D11,,170803_Nextera_1E4
170407_D12,S57.1,S57,,,,Tri21_facs,tri21,tri21_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 21,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri21_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_D12.R1.fastq.gz,170803_Nextera_1E5,,,5,5,3,10,77,10110,7884,7000,1483105,170407_D12,,170803_Nextera_1E5
170407_D2,S58.1,S58,,,,Tri21_facs,tri21,tri21_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 21,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri21_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170421A-11,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_D2.R1.fastq.gz,170803_Nextera_1D10,,,7,6,3,9,75,10982,8478,7467,1326052,170407_D2,,170803_Nextera_1D10
170407_D3,S59.1,S59,,,,Tri21_facs,tri21,tri21_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 21,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri21_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,170421B-1,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_D3.R1.fastq.gz,170803_Nextera_1D11,,,6,5,3,9,77,11665,9182,8139,1930088,170407_D3,,170803_Nextera_1D11
170407_D4,S60.1,S60,,,,Tri21_facs,tri21,tri21_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 21,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri21_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_D4.R1.fastq.gz,170803_Nextera_1D12,,,11,6,4,8,70,10849,8342,7402,1935173,170407_D4,,170803_Nextera_1D12
170407_D7,S61.1,S61,,,,Tri21_facs,tri21,tri21_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 21,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri21_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_D7.R1.fastq.gz,170803_Nextera_1E1,,,6,5,3,10,76,10322,7953,7049,1473869,170407_D7,,170803_Nextera_1E1
170407_D8,S62.1,S62,,,,Tri21_facs,tri21,tri21_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 21,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri21_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_D8.R1.fastq.gz,170803_Nextera_1E2,,,5,4,3,10,78,11101,8573,7454,1387250,170407_D8,,170803_Nextera_1E2
170407_D9,S63.1,S63,,,,Tri21_facs,tri21,tri21_LookSeq1,170407_trisomies,,,NA,NA,NA,NA,,trisomy 21,,,,,,,,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,Tri21_facs,clon v.4,clon v.4,NA,NA,21 cycles,21 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,trisomies,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_D9.R1.fastq.gz,170803_Nextera_1E3,,,5,5,3,10,77,10745,8070,6990,1227392,170407_D9,,170803_Nextera_1E3
170407_E1,S64.1,S64,,exclude3_QC,,50cells_control_WT_facs,c50,control_50,170407_trisomies,,,NA,NA,NA,NA,,"ATCC control, 50 cells",,,,,,,50 cells,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,,,170407_trisomies,170407,50cells_control_WT_facs,clon v.4,clon v.4,NA,NA,12 cycles,12 cycles,NA,NA,NA,170421B-2,,HALF vol,,,NA,N/A,,,,,NA,NA,population,c50?,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_E1.R1.fastq.gz,170803_Nextera_1E6,,,14,7,3,10,67,5347,1101,429,35184,170407_E1,,170803_Nextera_1E6
170407_E12,S65.1,S65,,,,50cells_Tri21,tri21,tri21_50,170407_trisomies,,,NA,NA,NA,NA,,"trisomy 21, 50 cells",,,,,,,50 cells,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,50cells_Tri21,clon v.4,clon v.4,NA,NA,12 cycles,12 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,population,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_E12.R1.fastq.gz,170803_Nextera_1E12,,,10,6,3,9,73,14925,9929,8076,1600170,170407_E12,,170803_Nextera_1E12
170407_E3,S66.1,S66,,,,50cells_control_WT_facs,c50,control_50,170407_trisomies,,,NA,NA,NA,NA,,"ATCC control, 50 cells",,,,,,,50 cells,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,,,170407_trisomies,170407,50cells_control_WT_facs,clon v.4,clon v.4,NA,NA,12 cycles,12 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,population,c50,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_E3.R1.fastq.gz,170803_Nextera_1E7,,,8,6,3,9,74,14667,9796,8002,1309138,170407_E3,,170803_Nextera_1E7
170407_E5,S67.1,S67,,,,50cells_Tri8,tri850,tri8_50,170407_trisomies,,,NA,NA,NA,NA,,"trisomy 8, 50 cells",,,,,,,50 cells,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,50cells_Tri8,clon v.4,clon v.4,NA,NA,12 cycles,12 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,population,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_E5.R1.fastq.gz,170803_Nextera_1E8,,,10,6,3,8,72,14457,9610,7766,1327265,170407_E5,,170803_Nextera_1E8
170407_E6,S68.1,S68,,,,50cells_Tri8,tri850,tri8_50,170407_trisomies,,,NA,NA,NA,NA,,"trisomy 8, 50 cells",,,,,,,50 cells,FACS sorted in lysis buf- SS2 directly after lysis,,,,N/A,FACS sorted in lysis buf- SS2 directly after lysis,no,,170407_trisomies,170407,50cells_Tri8,clon v.4,clon v.4,NA,NA,12 cycles,12 cycles,NA,NA,NA,,,HALF vol,,,NA,N/A,,,,,NA,NA,population,,,NA,RPE1,RPE1,N/A,N/A,N/A,170828_HiSeq,HiSeq Rapid v.2,2x100 bp,,/czlab/etai/ExperimentsData/Stamatis/run.v2/fastq//170407_E6.R1.fastq.gz,170803_Nextera_1E9,,,10,6,3,9,72,14053,9015,7188,1085567,170407_E6,,170803_Nextera_1E9
